id,language,sentence
651,German,Hier ist dein Pudding.
651,Esperanto,Jen via pudingo.
651,French,Voici votre pudding.
652,Turkish,Şiddetli fırtınalarla baş etmeye hazır olmalıyız.
652,English,We have to be prepared to cope with violent storms.
652,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5907338
653,German,"Ich kann nicht glauben, dass ich dem zustimme."
653,English,I can't believe I'm agreeing to this.
653,Esperanto,"Mi ne povas kredi, ke mi konsentas pri tio."
653,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1959616
654,Meadow Mari,Можо туге огыл?
654,Russian,Что не так?
654,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3596067
655,Greek,Θα πάτε στη Βοστώνη την ερχόμενη βδομάδα;
655,English,Will you go to Boston next week?
655,Portuguese,Vocês vão para Boston na semana que vem?
655,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5565336
656,Turkish,"Tom'u sevmiyorsun, değil mi?"
656,English,"You don't love Tom, do you?"
656,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4184974
657,English,Is there space for one more person?
657,Catalan,Hi ha lloc per una persona més?
657,German,Ist da noch Platz für eine weitere Person?
657,Finnish,Onko tilaa vielä yhdelle?
658,Japanese,私は明後日オーストラリアに戻ってきます。
658,German,Ich werde übermorgen nach Australien zurückkommen.
658,English,I'll come back to Australia the day after tomorrow.
658,Italian,Dopodomani tornerò in Australia.
658,Spanish,Pasado mañana volveré a Australia.
659,German,Der Detektiv hatte sich als alter Herr verkleidet.
659,English,The detective disguised himself as an old gentleman.
659,Japanese,その探偵は年老いた紳士に変装した。
659,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1948676
660,English,Do you know what these are?
660,Berber,Teẓriḍ d acu-ten wi?
660,German,"Weißt du, was das ist?"
660,Italian,Tu sai cosa sono questi?
661,German,Sie sollten Menschen nicht vorverurteilen.
661,English,You shouldn't prejudge people.
661,Esperanto,Vi devus ne antaŭjuĝi homojn.
661,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2369285
662,Esperanto,Ĉu ankoraŭ pluvos hodiaŭ?
662,German,Kommt heute noch Regen?
662,English,Is it still going to rain today?
662,Dutch,Gaat het nog steeds regenen vandaag?
663,Dutch,U hebt het beloofd!
663,English,You promised!
663,Esperanto,Vi promesis ĝin!
663,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9456661
664,Italian,Andò a Tokyo con lo scopo di ottenere un nuovo lavoro.
664,English,She went to Tokyo for the purpose of getting a new job.
664,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3101839
665,Toki Pona,ma Kanse en ma Posuka li lon poka pi ma Tosi.
665,German,Deutschland liegt zwischen Frankreich und Polen.
665,Esperanto,Inter Francujo kaj Polujo kuŝas Germanujo.
665,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4784742
666,Ukrainian,Бути чи не бути?
666,English,To be or not to be?
666,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8052377
667,Turkish,Onun yeni bir bilgisayarı var mı?
667,English,Does she have a new computer?
667,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3868557
668,Dutch,Morgen is het een vrije dag.
668,Esperanto,Morgaŭ estos feria tago.
668,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4575251
669,Marathi,"रिकी, हा आहे माझा मित्र, सुजुकी."
669,English,"Ricky, this is my friend Suzuki."
669,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2776356
670,English,I don't think Tom is old enough to do that.
670,Portuguese,Eu não acho que o Tom tenha idade suficiente para fazer isso.
670,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7230755
671,Hebrew,גם תום אמר שהוא גמר.
671,English,"Tom said he was done, too."
671,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5631157
672,Kabyle,Iweddeṛ-ak-ten.
672,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8121838
673,Esperanto,Ne denove komencu tion!
673,English,Don't start that again.
673,Hungarian,Ne kezdd ezt újra!
673,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2285679
674,Italian,"Quando ti accingi a partire per la città, avvertimi. Ti darò un cesto di mele per Tom."
674,Russian,"Как соберёшься в город, дай мне знать. Я для Тома корзину яблок передам."
674,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5535349
675,English,Show me where I am on this map.
675,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9981919
676,Spanish,Las moscas zumban sin descanso.
676,English,The flies buzz restlessly.
676,Finnish,Kärpäset surisevat levottomasti.
676,Russian,Мухи жужжат не переставая.
676,Turkish,Sinekler hiç durmadan vızlıyor.
677,Russian,Наш самолет не смог взлететь из-за шторма.
677,Japanese,暴風のために私たちの飛行機は離陸できなかった。
677,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1975988
678,English,Sami found it very hard to get a new job.
678,Arabic,كان الأمر صعبا جدّا بالنّسبة لسامي كي يجد منصب شغل.
678,Portuguese,Sami achou muito difícil conseguir um novo emprego.
678,Turkish,Sami yeni bir iş bulmanın çok zor olduğunu fark etti.
678,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6713792
679,Turkish,Mehtapta yüzdük.
679,English,We swam in the moonlight.
679,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5396079
680,English,Nothing is more boring than traveling long distances by car.
680,German,"Es gibt nichts, das noch langweiliger ist, als lange Strecken mit dem Auto zu fahren."
680,Turkish,Hiçbir şey arabayla uzun mesafe yolculuktan daha sıkıcı değil.
680,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4801171
681,English,Do we have any food?
681,Hungarian,Van ennivalónk?
681,Macedonian,Имаме ли некаква храна?
681,Russian,У нас еда есть какая-нибудь?
682,English,Do you drink wine?
682,Berber,Tettessemt ismed?
682,Chavacano,Ta tomá tu vino?
683,Kabyle,Amek sakin ara kettbent amgel-anfafad s tdanit?
683,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9342011
684,Dutch,Dat zal ik waarschijnlijk niet doen.
684,English,I'm unlikely to do that.
684,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8478820
685,Kabyle,Ferqeɣ akk idlisen n imeɣnasen iqbayliyen.
685,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9066327
686,Italian,Stiamo studiando il francese.
686,English,We're studying French.
686,Hungarian,Franciául tanulunk.
686,Portuguese,Estamos estudando francês.
686,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4129550
687,Russian,"Возможно, Мэри знает, что нравится мне."
687,English,Mary probably knows I like her.
687,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4889105
688,German,"Meine Frau unterhält mich zur Zeit, denn ich bin arbeitslos."
688,Esperanto,"Nuntempe mia edzino vivtenas min, ĉar mi estas senlabora."
688,French,Ma femme m'entretient actuellement car je suis en chômage.
688,Toki Pona,mi jo ala e pali la tenpo ni la meli mi li pana e mani tawa mi.
688,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7135783
689,Hebrew,אני לא אומרת שמה שהיא עשתה היה המעשה הנכון לעשותו.
689,English,I'm not saying what she did was the right thing to do.
689,Esperanto,"Mi ne diras, ke tio, kion ŝi faris, estis la ĝusta ago."
689,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2112870
690,Esperanto,Vi ridigas min per viaj mesaĝoj.
690,French,Tu me fais rire avec tes messages.
690,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4867778
691,English,Tom didn't get far.
691,Italian,Tom non andò lontano.
691,Turkish,Tom uzaklaşmadı.
691,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5757719
692,Marathi,तू काय लिहत होतास?
692,English,Where were you writing?
692,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2090339
693,Kabyle,Tessneɛtemt-aɣ-tent imir-nni.
693,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9123746
694,German,Jetzt ist wirklich nicht der passende Moment.
694,English,Now's really not the time.
694,French,C'est vraiment pas le moment.
694,Russian,Сейчас правда неподходящий момент.
695,English,I went to the airport to see my friend off.
695,German,"Ich fuhr zum Flughafen, um meinen Freund zu verabschieden."
695,Japanese,私は友人を見送りに空港へ行った。
695,Russian,"Я поехал в аэропорт, чтобы проводить своего друга."
695,Spanish,Fui al aeropuerto a despedir a un amigo.
696,Ukrainian,У цих магазинах продають їстівні батончики.
696,CycL,(agentTypeSellsProductType ConvenienceStore CandyBar)
696,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1104066
697,Kabyle,Ad tjemɛeḍ abelluḍ-nni.
697,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9555659
698,Hungarian,Valahogy sikerült megélnie.
698,English,He managed to make both ends meet.
698,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4374931
699,Dutch,Wat is WhatsApp?
699,German,Was ist WhatsApp?
699,English,What is WhatsApp?
699,Gronings,Wat is WhatsApp?
700,Hungarian,A fiúk már készen állnak.
700,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4430773
701,Hebrew,יש לי כאן הרבה חברים.
701,English,I have a lot of friends here.
701,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1496699
702,German,Ich habe gestern deine Freundin hier gesehen.
702,English,I saw your friend here yesterday.
702,Esperanto,Mi vidis vian koramikinon tie ĉi hieraŭ.
702,Japanese,"昨日
きのう
ここであなたの友
とも
達
だち
を見
み
かけたよ。"
702,Russian,Я вчера видел здесь твою подругу.
703,Portuguese,Tom acha que estamos mortos.
703,English,Tom thinks that we're dead.
703,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7279358
704,Spanish,Tomás fue arrestado el lunes por la noche.
704,English,Tom was arrested Monday night.
704,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5024060
705,Berber,"Mi yesla i yisali-nni, ineggez-d seg wattag-nnes."
705,Esperanto,Aŭdante la novaĵojn li saltis el sia sofo.
705,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2092960
706,English,Don't you think you should try socializing with your colleagues a bit more?
706,German,"Findest du nicht, dass du mit deinen Kollegen etwas mehr sozialen Umgang pflegen solltest?"
706,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7364340
707,English,I should think about those more.
707,Esperanto,Mi plu pensu pri tiuj.
707,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9399284
708,Italian,Tom preferisce rimanere a casa.
708,English,Tom prefers to stay home.
708,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7042477
709,Italian,Tom ora vive in Australia.
709,English,Tom now lives in Australia.
709,Ukrainian,Зараз Том живе в Австралії.
709,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5551419
710,English,Tom happens to like Mary very much.
710,Hebrew,תום מחבב במקרה את מרי מאד.
710,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3129606
711,English,We'll see what they come up with.
711,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5726109
712,English,I confess that I'm tired.
712,Mandarin Chinese,我承认我很累。
712,Esperanto,"Mi konfesas, ke mi estas laca."
712,Latin,Confiteor me fessam esse.
713,Esperanto,Kies vico estas por stiri?
713,German,Wer ist mit Fahren dran?
713,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3956678
714,Kabyle,"Sseglafeɣ 99 n tikal ɣef uqerruy-iw, tis 100 ɣef bab n uxxam, i yenna uqjun."
714,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9211720
715,Portuguese,É verdade que você foi multado?
715,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8463476
716,English,Tom won't inherit much.
716,Italian,Tom non erediterà molto.
716,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7464045
717,Azerbaijani,Yazıq pişik.
717,English,Poor cat.
717,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4099182
718,Berber,Amahil-nnem ur yewɛiṛ ara am win-inu.
